id,fecha,iniciador,objetivo,provincia,fuente
453,2015-08-03,Gobierno Sirio,ISIS,Hasakeh,SOHR
454,2015-05-25,Kurdistan Sirio,ISIS,Hasakeh,Media
455,2015-08-03,Kurdistan Sirio,ISIS,Hasakeh,Media
456,2015-06-19,Kurdistan Sirio,ISIS,Aleppo,Twitter
457,2015-06-22,Kurdistan Sirio,ISIS,Raqqa,Twitter
458,2015-06-30,Kurdistan Sirio,ISIS,Aleppo,Media
459,2016-11-07,Oposicion,ISIS,Aleppo,SOHR
460,2015-11-14,Kurdistan Sirio,ISIS,Hasakeh,Twitter
461,2015-05-20,Kurdistan Sirio,ISIS,Hasakeh,Media
462,2015-06-01,Gobierno Sirio,ISIS,Hasakeh,SOHR
463,2016-06-07,Kurdistan Sirio,ISIS,Aleppo,Twitter
464,2015-11-10,Kurdistan Sirio,ISIS,Hasakeh,Media
465,2015-06-19,Kurdistan Sirio,ISIS,Aleppo,Twitter
